#,API,API_CODE_#,INSTRUCT,CODE_PATH,TEST_1,TEST_2,TEST_3,TEST_4,TEST_5
672,json-tricks,16,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom separators and indentation. Create a dictionary and serialize it into a JSON string using 'dumps'. Customize the separators and indentation in the JSON string.,code/json-tricks/json-tricks_16.py,Check the JSON string output to validate the custom formatting.,Ensure that the custom separators and indentation are applied to the JSON string.,Confirm that the program successfully serializes a dictionary into a JSON string with custom separators and indentation.,,
673,json-tricks,17,Create a Python program that showcases the use of 'json-tricks' for handling JSON data with comments. Define a dictionary and serialize it into a JSON string using 'dumps'. Include comments in the JSON string and ensure that they are preserved in the output.,code/json-tricks/json-tricks_17.py,Confirm that the program successfully serializes a dictionary into a JSON string with comments.,Check the JSON string output to validate the inclusion of comments.,Ensure that the comments are preserved in the output JSON string.,,
674,json-tricks,18,"Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with non-string keys. Create a dictionary with keys that are not strings, such as integers. Serialize the dictionary into a JSON string using 'dumps' and ensure that the non-string keys are correctly represented.",code/json-tricks/json-tricks_18.py,Check the JSON string output to validate the representation of non-string keys.,Ensure that the non-string keys are correctly represented in the serialized JSON string.,Confirm that the program successfully serializes a dictionary with non-string keys into a JSON string.,,
675,json-tricks,19,Create a Python program that uses 'json-tricks' to handle JSON data with custom sorting of keys. Define a dictionary with keys that need to be sorted in a specific order before serialization. Use the 'dumps' function with a custom key sorting function to serialize the data with the specified key order.,code/json-tricks/json-tricks_19.py,Confirm that the program successfully serializes a dictionary with custom key sorting into a JSON string.,Check the JSON string output to validate the custom key sorting.,Ensure that the keys are sorted in the specified order in the serialized JSON string.,,
676,json-tricks,20,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with compact encoding. Create a dictionary and serialize it into a compact JSON string using 'dumps'. Ensure that the JSON string is compact and contains no unnecessary whitespace.,code/json-tricks/json-tricks_20.py,Ensure that the compact JSON string contains no unnecessary whitespace.,Check the JSON string output to validate the compact encoding.,Confirm that the program successfully serializes a dictionary into a compact JSON string.,,
677,json-tricks,21,Create a Python program that uses 'json-tricks' to handle JSON data with key-value pairs sorted by key length. Define a dictionary and serialize it into a JSON string using 'dumps'. Ensure that the key-value pairs are sorted based on the length of the keys.,code/json-tricks/json-tricks_21.py,Confirm that the program successfully serializes a dictionary with key-value pairs sorted by key length into a JSON string.,Ensure that the key-value pairs are sorted in the JSON string based on the length of the keys.,Check the JSON string output to validate the key sorting by key length.,,
678,json-tricks,22,Develop a Python program that demonstrates the use of 'json-tricks' to handle JSON data with conditional encoding. Create a dictionary with different data types and specify conditions for encoding certain values. Serialize the dictionary into a JSON string using 'dumps' with conditional encoding and ensure that the specified conditions are applied.,code/json-tricks/json-tricks_22.py,Confirm that the program successfully serializes a dictionary with conditional encoding into a JSON string.,Check the JSON string output to validate the conditional encoding.,Ensure that the specified conditions for encoding values are applied to the data.,,
679,json-tricks,23,Create a Python program that uses 'json-tricks' to handle JSON data with custom date formatting. Define a dictionary that includes date objects and serialize it into a JSON string using 'dumps'. Customize the date formatting in the JSON string to a specific format.,code/json-tricks/json-tricks_23.py,Check the JSON string output to validate the custom date formatting.,Confirm that the program successfully serializes a dictionary containing date objects into a JSON string with custom date formatting.,Ensure that the date objects are formatted in the specified format in the JSON string.,,
680,json-tricks,24,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom null values. Create a dictionary and serialize it into a JSON string using 'dumps'. Specify custom values to represent None in the JSON string.,code/json-tricks/json-tricks_24.py,Ensure that the custom values are used to represent None in the JSON string.,Confirm that the program successfully serializes a dictionary with custom null values into a JSON string.,Check the JSON string output to validate the custom null values.,,
681,json-tricks,25,Create a Python program that uses 'json-tricks' to handle JSON data with custom serialization of NaN and Infinity. Define a dictionary with floating-point values that include NaN and Infinity. Serialize the dictionary into a JSON string using 'dumps' and ensure that the custom serialization of NaN and Infinity is applied.,code/json-tricks/json-tricks_25.py,Ensure that the custom representations for NaN and Infinity are applied in the JSON string.,Confirm that the program successfully serializes a dictionary with custom serialization of NaN and Infinity into a JSON string.,Check the JSON string output to validate the custom serialization of NaN and Infinity.,,
682,json-tricks,26,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom object serialization. Define a dictionary that includes custom Python objects and serialize it into a JSON string using 'dumps'. Specify custom serialization options for the objects.,code/json-tricks/json-tricks_26.py,Check the JSON string output to validate the custom object serialization.,Confirm that the program successfully serializes a dictionary containing custom Python objects into a JSON string with custom object serialization.,Ensure that the custom serialization options are applied to the specified objects in the JSON string.,,
683,json-tricks,27,Create a Python program that uses 'json-tricks' to handle JSON data with custom character escaping. Define a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Customize the character escaping in the JSON string.,code/json-tricks/json-tricks_27.py,Confirm that the program successfully serializes a dictionary with custom character escaping into a JSON string.,Ensure that the specified character escaping method is applied in the JSON string.,Check the JSON string output to validate the custom character escaping.,,
684,json-tricks,28,Develop a Python program that showcases the use of 'json-tricks' for handling JSON data with custom encoding of binary data. Create a dictionary that includes binary data as bytes and serialize it into a JSON string using 'dumps'. Specify custom encoding options for binary data.,code/json-tricks/json-tricks_28.py,Ensure that the custom encoding options for binary data are applied in the JSON string.,Confirm that the program successfully serializes a dictionary containing binary data into a JSON string with custom encoding of binary data.,Check the JSON string output to validate the custom encoding of binary data.,,
685,json-tricks,29,Create a Python program that uses 'json-tricks' to handle JSON data with compact encoding of binary data. Define a dictionary that includes binary data as bytes and serialize it into a compact JSON string using 'dumps'. Ensure that the JSON string is compact and contains no unnecessary whitespace.,code/json-tricks/json-tricks_29.py,Ensure that the compact JSON string contains no unnecessary whitespace.,Confirm that the program successfully serializes a dictionary containing binary data into a compact JSON string with compact encoding of binary data.,Check the JSON string output to validate the compact encoding of binary data.,,
686,json-tricks,30,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom sorting of dictionary items. Create a dictionary with key-value pairs that need to be sorted in a specific order before serialization. Use the 'dumps' function with a custom item sorting function to serialize the data with the specified order of key-value pairs.,code/json-tricks/json-tricks_30.py,Ensure that the key-value pairs are sorted in the JSON string according to the specified order.,Check the JSON string output to validate the custom item sorting.,Confirm that the program successfully serializes a dictionary with custom sorting of key-value pairs into a JSON string.,,
687,json-tricks,31,Create a Python program that uses 'json-tricks' to handle JSON data with custom item separator and indentation. Define a dictionary and serialize it into a JSON string using 'dumps'. Customize the item separator and indentation in the JSON string.,code/json-tricks/json-tricks_31.py,Check the JSON string output to validate the custom formatting.,Ensure that the custom item separator and indentation are applied to the JSON string.,Confirm that the program successfully serializes a dictionary into a JSON string with custom item separator and indentation.,,
688,json-tricks,32,Develop a Python program that showcases the use of 'json-tricks' for handling JSON data with custom encoding of large numbers. Create a dictionary that includes large integer and floating-point numbers and serialize it into a JSON string using 'dumps'. Specify custom encoding options for large numbers.,code/json-tricks/json-tricks_32.py,Confirm that the program successfully serializes a dictionary with custom encoding of large numbers into a JSON string.,Check the JSON string output to validate the custom encoding of large numbers.,Ensure that the custom encoding options for large numbers are applied in the JSON string.,,
689,json-tricks,33,Create a Python program that uses 'json-tricks' to handle JSON data with custom encoding of date objects. Define a dictionary that includes date objects and serialize it into a JSON string using 'dumps'. Specify custom encoding options for date objects.,code/json-tricks/json-tricks_33.py,Confirm that the program successfully serializes a dictionary with custom encoding of date objects into a JSON string.,Check the JSON string output to validate the custom encoding of date objects.,Ensure that the custom encoding options for date objects are applied in the JSON string.,,
690,json-tricks,34,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom escape sequences. Create a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Specify custom escape sequences for characters.,code/json-tricks/json-tricks_34.py,Check the JSON string output to validate the custom escape sequences.,Ensure that the specified custom escape sequences are applied to the characters in the JSON string.,Confirm that the program successfully serializes a dictionary with custom escape sequences into a JSON string.,,
691,json-tricks,35,Create a Python program that uses 'json-tricks' to handle JSON data with custom character substitution. Define a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Specify custom character substitutions for characters.,code/json-tricks/json-tricks_35.py,Confirm that the program successfully serializes a dictionary with custom character substitutions into a JSON string.,Ensure that the specified custom character substitutions are applied to the characters in the JSON string.,Check the JSON string output to validate the custom character substitutions.,,
692,json-tricks,36,Develop a Python program that showcases the use of 'json-tricks' for handling JSON data with custom handling of special characters. Create a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Specify custom handling options for special characters.,code/json-tricks/json-tricks_36.py,Ensure that the specified custom handling options for special characters are applied in the JSON string.,Confirm that the program successfully serializes a dictionary with custom handling of special characters into a JSON string.,Check the JSON string output to validate the custom handling of special characters.,,
693,json-tricks,37,Create a Python program that uses 'json-tricks' to handle JSON data with custom handling of large numbers. Define a dictionary that includes large integer and floating-point numbers and serialize it into a JSON string using 'dumps'. Specify custom handling options for large numbers.,code/json-tricks/json-tricks_37.py,Ensure that the specified custom handling options for large numbers are applied in the JSON string.,Check the JSON string output to validate the custom handling of large numbers.,Confirm that the program successfully serializes a dictionary with custom handling of large numbers into a JSON string.,,
694,json-tricks,38,Develop a Python program that demonstrates the use of 'json-tricks' for handling JSON data with custom object transformation. Create a dictionary that includes custom Python objects and serialize it into a JSON string using 'dumps'. Specify custom transformation functions for the objects.,code/json-tricks/json-tricks_38.py,Check the JSON string output to validate the custom object transformation.,Confirm that the program successfully serializes a dictionary containing custom Python objects into a JSON string with custom object transformation.,Ensure that the custom transformation functions are applied to the specified objects in the JSON string.,,
695,json-tricks,39,Create a Python program that uses 'json-tricks' to handle JSON data with custom serialization of binary data as hexadecimal. Define a dictionary that includes binary data as bytes and serialize it into a JSON string using 'dumps'. Specify custom serialization options for binary data as hexadecimal.,code/json-tricks/json-tricks_39.py,Ensure that the custom serialization options for binary data are applied in the JSON string.,Check the JSON string output to validate the custom serialization of binary data as hexadecimal.,Confirm that the program successfully serializes a dictionary containing binary data into a JSON string with custom serialization of binary data as hexadecimal.,,
696,json-tricks,40,Develop a Python program that showcases the use of 'json-tricks' for handling JSON data with custom escaping of special characters. Create a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Specify custom escaping options for special characters.,code/json-tricks/json-tricks_40.py,Confirm that the program successfully serializes a dictionary with custom escaping of special characters into a JSON string.,Check the JSON string output to validate the custom escaping of special characters.,Ensure that the specified custom escaping options for special characters are applied in the JSON string.,,
697,json-tricks,41,Create a Python program that uses 'json-tricks' to handle JSON data with custom escaping of characters using custom character substitution. Define a dictionary that includes special characters and serialize it into a JSON string using 'dumps'. Specify custom character substitution and escape sequences for characters.,code/json-tricks/json-tricks_41.py,Check the JSON string output to validate the custom character substitution and escape sequences.,Confirm that the program successfully serializes a dictionary with custom character substitution and escape sequences for special characters into a JSON string.,Ensure that the specified custom character substitution and escape sequences are applied in the JSON string.,,
698,jsonschema,1,Create a Python program using the 'jsonschema' API to validate a JSON object against a predefined JSON schema with specific structure and constraints.,code/jsonschema/jsonschema_1.py,Test the program with a valid JSON object that meets the schema requirements.,"Verify the program's behavior when the JSON object does not conform to the schema, ensuring it correctly identifies validation errors.","Check the program's handling of different schema constraints (e.g., data types, minimum values) and how it reports errors.",,
699,jsonschema,2,Create a Python program that uses the 'jsonschema' API to validate a JSON file against a specified JSON schema stored in a separate file.,code/jsonschema/jsonschema_2.py,"Create an invalid JSON file that does not conform to the schema, and verify that the program correctly detects the validation error.","Test the program with JSON data and schema containing complex structures, such as nested objects and arrays.",Prepare a valid JSON file and schema file and test the program to ensure it validates correctly.,,
700,jsonschema,3,Create a Python program that generates a JSON schema for a given Python dictionary and validates JSON objects against this dynamically generated schema.,code/jsonschema/jsonschema_3.py,Test the program with various Python dictionary structures to ensure it correctly generates JSON schemas from them.,Validate JSON objects against the dynamically generated schemas to verify the program’s correctness.,Check how the program handles different data types and constraints in the dynamically generated schema.,,
701,jsonschema,4,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema while applying custom validation logic in addition to the schema.,code/jsonschema/jsonschema_4.py,Test the program with JSON objects that meet the schema requirements and pass the custom validation logic.,"Create JSON objects that satisfy the schema but fail the custom validation logic, and ensure the program correctly identifies the error.",Verify how the program handles different combinations of JSON data and custom validation logic.,,
702,jsonschema,5,Create a Python program that uses 'jsonschema' to validate a JSON array against a schema that enforces a specific array format.,code/jsonschema/jsonschema_5.py,"Create an array with elements that violate the schema constraints, and verify that the program correctly detects validation errors.",Test the program with an array that conforms to the schema requirements.,Check the program's behavior when validating arrays with varying data types or nested arrays.,,
703,jsonschema,6,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema that includes custom format validation.,code/jsonschema/jsonschema_6.py,Verify how the program handles other format validation rules in addition to the custom email format validation.,Test the program with a JSON object that has a valid email format according to the custom format validation.,"Create a JSON object with an email that does not conform to the custom format validation, and ensure the program detects the error.",,
704,jsonschema,7,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema while handling schema references.,code/jsonschema/jsonschema_7.py,Create a JSON object that violates the schema with references and ensure the program correctly identifies the validation error.,Test the program with a JSON object that conforms to the schema with references.,Check the program's behavior when using schemas with more complex reference structures.,,
705,jsonschema,8,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema that enforces unique item constraints in an array.,code/jsonschema/jsonschema_8.py,Check how the program behaves when validating arrays with various data types and non-unique items.,Test the program with a JSON array that contains unique items as required by the schema.,Create a JSON array that contains duplicate items and ensure the program detects the violation of unique item constraints.,,
706,jsonschema,9,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema that includes custom keyword validation.,code/jsonschema/jsonschema_9.py,Verify how the program handles other schema keywords in addition to the custom keyword validation.,Test the program with a JSON object that matches the custom keyword as required by the schema.,Create a JSON object that does not match the custom keyword and ensure the program detects the validation error.,,
707,jsonschema,10,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on properties.,code/jsonschema/jsonschema_10.py,Test the program with a JSON object that satisfies the conditional validation based on properties.,Check how the program handles more complex conditional validation rules with nested properties and constraints.,"Create a JSON object that violates the conditional validation conditions, and ensure the program correctly identifies the validation error.",,
708,jsonschema,11,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with custom keywords and conditional validation.,code/jsonschema/jsonschema_11.py,Verify how the program handles other schema keywords in addition to the custom keywords and conditional validation.,Test the program with a JSON object that satisfies the custom keywords and conditional validation based on properties.,"Create a JSON object that violates the custom keyword and conditional validation rules, and ensure the program correctly identifies the validation error.",,
709,jsonschema,12,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with pattern-based validation for a string property.,code/jsonschema/jsonschema_12.py,Check how the program handles different pattern-based validation rules for string properties.,"Create a JSON object with an email that does not match the pattern, and ensure the program detects the validation error.",Test the program with a JSON object that has a valid email format according to the pattern-based validation.,,
710,jsonschema,13,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with conditional validation based on the value of a property.,code/jsonschema/jsonschema_13.py,Check the program's behavior when validating data with complex dependencies and property value conditions.,Test the program with a JSON object that satisfies the conditional validation based on property value.,"Create a JSON object that violates the conditional validation based on property value, and ensure the program correctly identifies the validation error.",,
711,jsonschema,14,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with multiple conditional validation rules and custom keywords.,code/jsonschema/jsonschema_14.py,"Verify how the program handles different combinations of properties, custom keywords, and conditional validation rules.",Test the program with a JSON object that satisfies the multiple conditional validation rules and custom keywords.,"Create a JSON object that violates the conditional validation rules or custom keyword conditions, and ensure the program correctly identifies the validation error.",,
712,jsonschema,15,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with format-based validation for a date property.,code/jsonschema/jsonschema_15.py,Test the program with a JSON object that has a valid date format according to the format-based validation.,"Create a JSON object with a date that does not match the required format, and ensure the program detects the validation error.",Check how the program handles different date formats and format-based validation rules.,,
713,jsonschema,16,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on multiple properties and custom keywords.,code/jsonschema/jsonschema_16.py,Test the program with a JSON object that satisfies the conditional validation and custom keywords.,"Verify how the program handles different combinations of properties, custom keywords, and conditional validation rules.","Create a JSON object that violates the conditional validation or custom keyword conditions, and ensure the program correctly identifies the validation error.",,
714,jsonschema,17,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with custom keyword validation and conditional validation based on property values.,code/jsonschema/jsonschema_17.py,"Verify how the program handles different property values, custom keywords, and conditional validation rules.","Create a JSON object that violates the custom keyword or conditional validation rules, and ensure the program correctly identifies the validation error.",Test the program with a JSON object that satisfies the custom keyword and conditional validation based on property values.,,
715,jsonschema,18,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on multiple properties and custom keyword validation.,code/jsonschema/jsonschema_18.py,Test the program with a JSON object that satisfies the conditional validation and custom keywords.,"Verify how the program handles different combinations of properties, custom keywords, and conditional validation rules.","Create a JSON object that violates the conditional validation or custom keyword conditions, and ensure the program correctly identifies the validation error.",,
716,jsonschema,19,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with conditional validation based on properties and custom keywords.,code/jsonschema/jsonschema_19.py,Test the program with a JSON object that satisfies the conditional validation and custom keywords.,"Verify how the program handles different combinations of properties, custom keywords, and conditional validation rules.","Create a JSON object that violates the conditional validation or custom keyword conditions, and ensure the program correctly identifies the validation error.",,
717,jsonschema,20,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on property values and custom keywords.,code/jsonschema/jsonschema_20.py,Test the program with a JSON object that satisfies the conditional validation and custom keywords.,"Create a JSON object that violates the conditional validation or custom keyword conditions, and ensure the program correctly identifies the validation error.","Verify how the program handles different combinations of property values, custom keywords, and conditional validation rules.",,
718,jsonschema,21,Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with pattern-based validation for a property and custom keyword validation.,code/jsonschema/jsonschema_21.py,Verify how the program handles different patterns and custom keyword conditions for property validation.,"Create a JSON object that violates the pattern-based validation or custom keyword conditions, and ensure the program correctly identifies the validation error.",Test the program with a JSON object that satisfies the pattern-based validation and custom keywords.,,
719,jsonschema,22,"Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on property values, custom keyword validation, and multiple custom keywords.",code/jsonschema/jsonschema_22.py,"Test the program with a JSON object that satisfies the conditional validation, custom keywords, and multiple custom keywords.","Create a JSON object that violates the conditional validation, custom keyword, or multiple custom keyword conditions, and ensure the program correctly identifies the validation error.","Verify how the program handles different combinations of property values, custom keywords, and multiple custom keywords for validation.",,
720,jsonschema,23,"Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with pattern-based validation for a property, custom keyword validation, and conditional validation based on property values.",code/jsonschema/jsonschema_23.py,"Verify how the program handles different patterns, custom keywords, and property values for validation.","Test the program with a JSON object that satisfies the pattern-based validation, custom keywords, and conditional validation.","Create a JSON object that violates the pattern-based validation, custom keyword, or conditional validation conditions, and ensure the program correctly identifies the validation error.",,
721,jsonschema,24,Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on property values and custom keyword validation.,code/jsonschema/jsonschema_24.py,Test the program with a JSON object that satisfies the conditional validation and custom keywords.,"Create a JSON object that violates the conditional validation or custom keyword conditions, and ensure the program correctly identifies the validation error.","Verify how the program handles different combinations of property values, custom keywords, and conditional validation rules.",,
722,jsonschema,25,"Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with conditional validation based on multiple properties, custom keyword validation, and pattern-based validation for a property.",code/jsonschema/jsonschema_25.py,"Verify how the program handles different combinations of properties, custom keywords, and pattern-based validation for validation.","Test the program with a JSON object that satisfies the conditional validation, custom keywords, and pattern-based validation.","Create a JSON object that violates the conditional validation, custom keyword, or pattern-based validation conditions, and ensure the program correctly identifies the validation error.",,
723,jsonschema,26,"Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on property values, custom keyword validation, pattern-based validation for a property, and multiple custom keywords.",code/jsonschema/jsonschema_26.py,"Create a JSON object that violates the conditional validation, custom keyword, pattern-based validation, or multiple custom keyword conditions, and ensure the program correctly identifies the validation error.","Verify how the program handles different combinations of property values, custom keywords, pattern-based validation, and multiple custom keywords for validation.","Test the program with a JSON object that satisfies the conditional validation, custom keywords, pattern-based validation, and multiple custom keywords.",,
724,jsonschema,27,"Create a Python program that utilizes 'jsonschema' to validate a JSON object against a schema with format-based date validation for a property, custom keyword validation, conditional validation based on property values, and pattern-based validation for another property.",code/jsonschema/jsonschema_27.py,"Verify how the program handles different date formats, custom keywords, property values, and pattern-based validation for validation.","Create a JSON object that violates the format-based date validation, custom keyword, conditional validation, or pattern-based validation conditions, and ensure the program correctly identifies the validation error.","Test the program with a JSON object that satisfies the format-based date validation, custom keywords, conditional validation, and pattern-based validation.",,
725,jsonschema,28,"Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with format-based date validation for a property, custom keyword validation, conditional validation based on property values, pattern-based validation for another property, and multiple custom keywords.",code/jsonschema/jsonschema_28.py,"Create a JSON object that violates the format-based date validation, custom keyword, conditional validation, pattern-based validation, or multiple custom keyword conditions, and ensure the program correctly identifies the validation error.","Test the program with a JSON object that satisfies the format-based date validation, custom keywords, conditional validation, pattern-based validation, and multiple custom keywords.","Verify how the program handles different date formats, custom keywords, property values, and pattern-based validation for validation.",,
727,jsonschema,30,"Create a Python program that uses 'jsonschema' to validate a JSON object against a schema with conditional validation based on multiple properties, custom keyword validation, format-based date validation for a property, and pattern-based validation for another property.",code/jsonschema/jsonschema_30.py,"Verify how the program handles different combinations of property values, custom keywords, format-based date validation, and pattern-based validation for validation.","Create a JSON object that violates the conditional validation, custom keyword, format-based date validation, pattern-based validation, or multiple custom keyword conditions, and ensure the program correctly identifies the validation error.","Test the program with a JSON object that satisfies the conditional validation, custom keywords, format-based date validation, and pattern-based validation.",,
738,jsonschema,41,Create a Python program using 'jsonschema' to validate a JSON object against a predefined JSON schema with specific structure and constraints.,code/jsonschema/jsonschema_41.py,Test the program with a valid JSON object that meets the schema requirements.,"Verify the program's behavior when the JSON object does not conform to the schema, ensuring it correctly identifies validation errors.","Check the program's handling of different schema constraints (e.g., data types, minimum values) and how it reports errors.",,
739,langchain,1,"Create a Python program that utilizes the ""langchain"" API to interact with the GPT-3.5 Turbo model. Define a chat prompt template that includes a variable {country}. Use this template to inquire about the capital of a specific country, e.g., ""What is the capital of {country}?"" Replace {country} with ""Germany"" and retrieve the model's response. Save the response.",code/langchain/langchain_1.py,Check if the response contains information about the capital of the specified country.,"Test that the ""langchain"" library is successfully installed.",Verify that the program retrieves a response from the GPT-3.5 Turbo model.,,
740,langchain,2,"Create a Python program that utilizes the ""langchain"" API to generate a list of natural language instructions for a specific task. Define a list of tasks, e.g., [""Write a Python program to calculate the factorial of a number."", ""Create a function that reverses a string in Python.""]. Use the ""langchain"" API to generate natural language instructions for each task in the list and store them in a new list. Finally, print the list of generated instructions.",code/langchain/langchain_2.py,Check if the generated instructions are coherent and relevant to the tasks.,"Test that the ""langchain"" library is successfully installed.",Verify that the program generates natural language instructions for each task in the list.,,
741,langchain,3,"Create a Python program that utilizes the ""langchain"" API to translate a given English text into French. Define a variable that contains the English text, e.g., ""Hello, how are you?"". Use the ""langchain"" API to translate this text into French and store the translated text in a new variable. Finally, print the translated text.",code/langchain/langchain_3.py,Verify that the program successfully translates the English text into French.,Check if the translated text is accurate and meaningful.,"Test that the ""langchain"" library is successfully installed.",,
742,langchain,4,"Create a Python program that utilizes the ""langchain"" API to summarize a given text. Define a variable that contains a long text, e.g., a news article. Use the ""langchain"" API to generate a concise summary of the text and store it in a new variable. Finally, print the summary.",code/langchain/langchain_4.py,Check if the generated summary is coherent and captures the main points of the text.,"Test that the ""langchain"" library is successfully installed.",Verify that the program generates a concise summary of the long text.,,
743,langchain,5,"Create a Python program that utilizes the ""langchain"" API to generate code for a Python function that calculates the Fibonacci sequence. The function should take an integer parameter n and return a list containing the first n Fibonacci numbers. Use the ""langchain"" API to generate the code for this function and print it.",code/langchain/langchain_5.py,Check if the generated code is correct and follows the task description.,"Test that the ""langchain"" library is successfully installed.",Verify that the program generates Python code for the Fibonacci sequence function.,,
744,langchain,6,"Create a Python program that utilizes the ""langchain"" API to generate code for a Python class representing a basic calculator. The class should have methods for addition, subtraction, multiplication, and division. Use the ""langchain"" API to generate the code for this class and print it.",code/langchain/langchain_6.py,"Check if the generated code defines a class with methods for addition, subtraction, multiplication, and division.","Test that the ""langchain"" library is successfully installed.",Verify that the program generates Python code for the calculator class.,,
745,langchain,7,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that performs sentiment analysis on a given text. The function should take a text as input and return a sentiment score, e.g., a value between -1 and 1, where -1 indicates a negative sentiment and 1 indicates a positive sentiment. Use the ""langchain"" API to generate the code for this sentiment analysis function and print it.",code/langchain/langchain_7.py,"Test that the ""langchain"" library is successfully installed.",Verify that the program generates Python code for the sentiment analysis function.,Check if the generated code defines a function that correctly calculates the sentiment score of a given text.,,
746,langchain,8,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that calculates the cosine similarity between two text documents. The function should take two text inputs and return the cosine similarity score. Use the ""langchain"" API to generate the code for this function and print it.",code/langchain/langchain_8.py,Verify that the program generates Python code for the cosine similarity function.,"Test that the ""langchain"" library is successfully installed.",Check if the generated code defines a function that correctly calculates the cosine similarity between two text documents.,,
747,langchain,9,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that detects the language of a given text. The function should take a text as input and return the detected language. Use the ""langchain"" API to generate the code for this language detection function and print it.",code/langchain/langchain_9.py,Verify that the program generates Python code for the language detection function.,"Test that the ""langchain"" library is successfully installed.",Check if the generated code defines a function that correctly detects the language of a given text.,,
748,langchain,10,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that counts the frequency of words in a given text. The function should take a text as input and return a dictionary where keys are words, and values are their frequencies. Use the ""langchain"" API to generate the code for this word frequency counting function and print it.",code/langchain/langchain_10.py,Verify that the program generates Python code for the word frequency counting function.,"Test that the ""langchain"" library is successfully installed.",Check if the generated code defines a function that correctly counts the frequency of words in a given text and returns a dictionary.,,
749,langchain,11,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that checks if a given string is a palindrome. The function should take a string as input and return True if it is a palindrome and False if it is not. Use the ""langchain"" API to generate the code for this palindrome-checking function and print it.",code/langchain/langchain_11.py,Verify that the program generates Python code for the palindrome-checking function.,Check if the generated code defines a function that correctly checks if a given string is a palindrome and returns True or False.,"Test that the ""langchain"" library is successfully installed.",,
750,langchain,12,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that sorts a list of numbers in ascending order. The function should take a list of numbers as input and return a new list with the numbers sorted in ascending order. Use the ""langchain"" API to generate the code for this sorting function and print it.",code/langchain/langchain_12.py,Verify that the program generates Python code for the sorting function.,"Test that the ""langchain"" library is successfully installed.",Check if the generated code defines a function that correctly sorts a list of numbers in ascending order.,,
751,langchain,13,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that calculates the mean of a list of numbers. The function should take a list of numbers as input and return the mean value. Use the ""langchain"" API to generate the code for this mean calculation function and print it.",code/langchain/langchain_13.py,Check if the generated code defines a function that correctly calculates the mean of a list of numbers.,Verify that the program generates Python code for the mean calculation function.,"Test that the ""langchain"" library is successfully installed.",,
752,langchain,14,"Create a Python program that utilizes the ""langchain"" API to generate code for a function that checks if a given year is a leap year. The function should take a year as input and return True if it is a leap year and False if it is not. Use the ""langchain"" API to generate the code for this leap year-checking function and print it.",code/langchain/langchain_14.py,Verify that the program generates Python code for the leap year-checking function.,"Test that the ""langchain"" library is successfully installed.",Check if the generated code defines a function that correctly checks if a given year is a leap year and returns True or False.,,
